"금연구역명","금연구역범위상세","시도명","시군구명","금연구역구분","금연구역지정근거명","금연구역면적","위반과태료","위반신고전화번호","소재지도로명주소","소재지지번주소","관리기관명","위도","경도","데이터기준일자","제공기관코드","작업일시"
"지하철출입구","지하철출입구로부터 반경 10m이내의 보도","서울특별시","영등포구","1호선 대방역 ⑥ 출구                                                                                        ","서울특별시 영등포구 고시 제2014-18호","","100000","02-2670-4895","서울특별시 영등포구 여의대방로 300(신길1동)","서울특별시 영등포구 신길동 1368-3","서울특별시 영등포구청","37.51332546","126.926303","2022-05-12","","2022-12-17 11:37:16.0"
"택시승차장","택시승차장(또는 택시표지판)으로부터 좌우측 10m이내의 보도","서울특별시","영등포구","당산동푸르지오아파트 109동 앞                                                                                   ","서울특별시 영등포구 고시 제2014-18호","","100000","02-2670-4895","서울특별시 영등포구 영중로 154","","서울특별시 영등포구청","37.53118834","126.9060668","2022-05-12","","2022-12-17 11:37:16.0"
"양평(공원)","공원 전역","서울특별시","영등포구","공원 전체                                                                                               ","서울특별시 영등포구 고시 제2014-18호","2845","100000","02-2670-4895","","서울특별시 영등포구 양평동5가 4","서울특별시 영등포구청","37.5367996","126.891301","2022-05-12","","2022-12-17 11:37:16.0"
"신일(공원)","공원 전역","서울특별시","영등포구","공원 전체                                                                                               ","서울특별시 영등포구 고시 제2014-18호","173.6","100000","02-2670-4895","","서울특별시 영등포구 신길동 455-1","서울특별시 영등포구청","37.51003012","126.9221917","2022-05-12","","2022-12-17 11:37:16.0"
"고추말(공원)","공원 전역","서울특별시","영등포구","공원 전체                                                                                               ","서울특별시 영등포구 고시 제2014-18호","3071","100000","02-2670-4895","","서울특별시 영등포구 도림동 23-1","서울특별시 영등포구청","37.51159677","126.9070774","2022-05-12","","2022-12-17 11:37:16.0"
"대림(공원)","공원 전역","서울특별시","영등포구","공원 전체                                                                                               ","서울특별시 영등포구 고시 제2014-18호","6969","100000","02-2670-4895","서울특별시 영등포구 대림로 106","서울특별시 영등포구 대림동 870","서울특별시 영등포구청","37.49133176","126.9030162","2022-05-12","","2022-12-17 11:37:16.0"
"신우(공원)","공원 전역","서울특별시","영등포구","공원 전체                                                                                               ","서울특별시 영등포구 고시 제2014-18호","3112.5","100000","02-2670-4895","서울특별시 영등포구 가마산로47길 13","서울특별시 영등포구 대림동 657","서울특별시 영등포구청","37.50357382","126.899088","2022-05-12","","2022-12-17 11:37:16.0"
"두암(공원)","공원 전역","서울특별시","영등포구","공원 전체                                                                                               ","서울특별시 영등포구 고시 제2014-18호","1477.8","100000","02-2670-4895","","서울특별시 영등포구 대림동 715","서울특별시 영등포구청","37.49551276","126.897393","2022-05-12","","2022-12-17 11:37:16.0"
"동심(공원)","공원 전역","서울특별시","영등포구","공원 전체                                                                                               ","서울특별시 영등포구 고시 제2014-18호","2820.1","100000","02-2670-4895","서울특별시 영등포구 대림로35길 7","서울특별시 영등포구 대림동 742","서울특별시 영등포구청","37.49872323","126.8972933","2022-05-12","","2022-12-17 11:37:16.0"
"버스정류소 19-509(마을)","버스승차대 좌우끝(또는 버스표지판)으로 부터 반경 10미터이내 보도","서울특별시","영등포구","대림역7호선                                                                                              ","서울특별시 영등포구 고시 제2014-18호","","100000","02-2670-4895","서울특별시 영등포구 도림로 136","서울특별시 영등포구 대림동 1050-1","서울특별시 영등포구청","37.4930112","126.8974233","2022-05-12","","2022-12-17 11:37:16.0"
"버스정류소 19-508(마을)","버스승차대 좌우끝(또는 버스표지판)으로 부터 반경 10미터이내 보도","서울특별시","영등포구","놀이터                                                                                                 ","서울특별시 영등포구 고시 제2014-18호","","100000","02-2670-4895","서울특별시 영등포구 영등포로84길 38","","서울특별시 영등포구청","37.50996203","126.9219778","2022-05-12","","2022-12-17 11:37:16.0"
"버스정류소 19-507(마을)","버스승차대 좌우끝(또는 버스표지판)으로 부터 반경 10미터이내 보도","서울특별시","영등포구","기아자동차서비스센터                                                                                          ","서울특별시 영등포구 고시 제2014-18호","","100000","02-2670-4895","서울특별시 영등포구 양평로28길 19","서울특별시 영등포구 양평동6가 12","서울특별시 영등포구청","37.54168839","126.8909378","2022-05-12","","2022-12-17 11:37:16.0"
"버스정류소 19-506(마을)","버스승차대 좌우끝(또는 버스표지판)으로 부터 반경 10미터이내 보도","서울특별시","영등포구","당산우편물취급소                                                                                            ","서울특별시 영등포구 고시 제2014-18호","","100000","02-2670-4895","서울특별시 영등포구 당산로 172-1","서울특별시 영등포구 당산동4가 32-52","서울특별시 영등포구청","37.52964868","126.898845","2022-05-12","","2022-12-17 11:37:16.0"
"버스정류소 19-505(마을)","버스승차대 좌우끝(또는 버스표지판)으로 부터 반경 10미터이내 보도","서울특별시","영등포구","성애병원                                                                                                ","서울특별시 영등포구 고시 제2014-18호","","100000","02-2670-4895","서울특별시 영등포구 영등포로84길 16","서울특별시 영등포구 신길동 466-13","서울특별시 영등포구청","37.51184057","126.9217153","2022-05-12","","2022-12-17 11:37:16.0"
"버스정류소 19-504(마을)","버스승차대 좌우끝(또는 버스표지판)으로 부터 반경 10미터이내 보도","서울특별시","영등포구","한국수자원연구소                                                                                            ","서울특별시 영등포구 고시 제2014-18호","","100000","02-2670-4895","서울특별시 영등포구 양평로28사길 29","서울특별시 영등포구 양평동6가 86-3","서울특별시 영등포구청","37.5439792","126.889461","2022-05-12","","2022-12-17 11:37:16.0"
"버스정류소 19-503(마을)","버스승차대 좌우끝(또는 버스표지판)으로 부터 반경 10미터이내 보도","서울특별시","영등포구","현대2.3차아파트                                                                                           ","서울특별시 영등포구 고시 제2014-18호","","100000","02-2670-4895","서울특별시 영등포구 당산로41길 23","","서울특별시 영등포구청","37.53149521","126.8966238","2022-05-12","","2022-12-17 11:37:16.0"
"버스정류소 19-502(마을)","버스승차대 좌우끝(또는 버스표지판)으로 부터 반경 10미터이내 보도","서울특별시","영등포구","대림역                                                                                                 ","서울특별시 영등포구 고시 제2014-18호","","100000","02-2670-4895","서울특별시 영등포구 도림로31길 22","서울특별시 영등포구 대림동 807-9","서울특별시 영등포구청","37.49428793","126.8951741","2022-05-12","","2022-12-17 11:37:16.0"
"버스정류소 19-501(마을)","버스승차대 좌우끝(또는 버스표지판)으로 부터 반경 10미터이내 보도","서울특별시","영등포구","당산역                                                                                                 ","서울특별시 영등포구 고시 제2014-18호","","100000","02-2670-4895","서울특별시 영등포구 당산로 217","서울특별시 영등포구 당산동5가 14-3","서울특별시 영등포구청","37.53331082","126.9011981","2022-05-12","","2022-12-17 11:37:16.0"
"버스정류소 19-403(마을)","버스승차대 좌우끝(또는 버스표지판)으로 부터 반경 10미터이내 보도","서울특별시","영등포구","크라운사거리                                                                                              ","서울특별시 영등포구 고시 제2014-18호","","100000","02-2670-4895","서울특별시 영등포구 도신로29길 6","서울특별시 영등포구 도림동 113-18","서울특별시 영등포구청","37.5090798","126.9052974","2022-05-12","","2022-12-17 11:37:16.0"
"버스정류소 19-386(마을)","버스승차대 좌우끝(또는 버스표지판)으로 부터 반경 10미터이내 보도","서울특별시","영등포구","꼬추말                                                                                                 ","서울특별시 영등포구 고시 제2014-18호","","100000","02-2670-4895","서울특별시 영등포구 영신로9길 27","서울특별시 영등포구 영등포동 620-224","서울특별시 영등포구청","37.51189516","126.9063705","2022-05-12","","2022-12-17 11:37:16.0"
"버스정류소 19-365(마을)","버스승차대 좌우끝(또는 버스표지판)으로 부터 반경 10미터이내 보도","서울특별시","영등포구","우신사거리                                                                                               ","서울특별시 영등포구 고시 제2014-18호","","100000","02-2670-4895","서울특별시 영등포구 도신로39길 4","","서울특별시 영등포구청","37.51098627","126.9098113","2022-05-12","","2022-12-17 11:37:16.0"
"버스정류소 19-364(마을)","버스승차대 좌우끝(또는 버스표지판)으로 부터 반경 10미터이내 보도","서울특별시","영등포구","영등포동 영등포푸르지오아파트                                                                                     ","서울특별시 영등포구 고시 제2014-18호","","100000","02-2670-4895","서울특별시 영등포구 도신로29사길 1","서울특별시 영등포구 영등포동 620-311","서울특별시 영등포구청","37.51012647","126.9047898","2022-05-12","","2022-12-17 11:37:16.0"
"영일우리어린이집","건물경계선으로부터 10m이내 보차도","서울특별시","영등포구","유치원 및 어린이집 전체                                                                                       ","서울특별시 영등포구 고시 제2014-18호","","100000","02-2670-4895","서울특별시 영등포구 영신로9나길 8 (영등포본동)","서울특별시 영등포구 영등포동 618-46","서울특별시 영등포구청","37.51313238","126.9068027","2022-05-12","","2022-12-17 11:37:16.0"
"영이어린이집","건물경계선으로부터 10m이내 보차도","서울특별시","영등포구","유치원 및 어린이집 전체                                                                                       ","서울특별시 영등포구 고시 제2014-18호","","100000","02-2670-4895","서울특별시 영등포구 영중로4길 31 (영등포동3가)","서울특별시 영등포구 영등포동3가 13-9","서울특별시 영등포구청","37.51802838","126.909627","2022-05-12","","2022-12-17 11:37:16.0"
"동천(사립)","건물경계선으로부터 10m이내 보차도","서울특별시","영등포구","유치원 및 어린이집 전체                                                                                       ","서울특별시 영등포구 고시 제2014-18호","","100000","02-2670-4895","서울특별시 영등포구 신길로 40길 10","서울특별시 영등포구 신길동 4903-20","서울특별시 영등포구청","37.5063501","126.9121234","2022-05-12","","2022-12-17 11:37:16.0"
"돈보스꼬(사립)","건물경계선으로부터 10m이내 보차도","서울특별시","영등포구","유치원 및 어린이집 전체                                                                                       ","서울특별시 영등포구 고시 제2014-18호","","100000","02-2670-4895","서울특별시 영등포구 도영로 22길 22","","서울특별시 영등포구청","37.51054733","126.9013865","2022-05-12","","2022-12-17 11:37:16.0"
"대림(사립)","건물경계선으로부터 10m이내 보차도","서울특별시","영등포구","유치원 및 어린이집 전체                                                                                       ","서울특별시 영등포구 고시 제2014-18호","","100000","02-2670-4895","서울특별시 영등포구 디지털로 455-7","서울특별시 영등포구 대림동 909-57","서울특별시 영등포구청","37.49629227","126.906961","2022-05-12","","2022-12-17 11:37:16.0"
"윤중초병설(공립)","건물경계선으로부터 10m이내 보차도","서울특별시","영등포구","유치원 및 어린이집 전체                                                                                       ","서울특별시 영등포구 고시 제2014-18호","","100000","02-2670-4895","서울특별시 영등포구 여의나루로 2길 14","서울특별시 영등포구 여의도동 38","서울특별시 영등포구청","37.51964265","126.9225912","2022-05-12","","2022-12-17 11:37:16.0"
"영림초병설(공립)","건물경계선으로부터 10m이내 보차도","서울특별시","영등포구","유치원 및 어린이집 전체                                                                                       ","서울특별시 영등포구 고시 제2014-18호","","100000","02-2670-4895","서울특별시 영등포구 시흥대로 173길 14","서울특별시 영등포구 대림동 993-16","서울특별시 영등포구청","37.48734538","126.9025161","2022-05-12","","2022-12-17 11:37:16.0"
"버스정류소 19-513(마을)","버스승차대 좌우끝(또는 버스표지판)으로 부터 반경 10미터이내 보도","서울특별시","영등포구","오거리                                                                                                 ","서울특별시 영등포구 고시 제2014-18호","","100000","02-2670-4895","서울특별시 영등포구 여의대방로47길 24-2","서울특별시 영등포구 신길동 456-62","서울특별시 영등포구청","37.5088844","126.9215461","2022-05-12","","2022-12-17 11:37:16.0"
"버스정류소 19-512(마을)","버스승차대 좌우끝(또는 버스표지판)으로 부터 반경 10미터이내 보도","서울특별시","영등포구","돈보스꼬.홈플러스                                                                                           ","서울특별시 영등포구 고시 제2014-18호","","100000","02-2670-4895","서울특별시 영등포구 여의대방로 65","서울특별시 영등포구 신길동 4491","서울특별시 영등포구청","37.49736053","126.9131524","2022-05-12","","2022-12-17 11:37:16.0"
"버스정류소 19-511(마을)","버스승차대 좌우끝(또는 버스표지판)으로 부터 반경 10미터이내 보도","서울특별시","영등포구","한신아파트.선유도공원                                                                                         ","서울특별시 영등포구 고시 제2014-18호","","100000","02-2670-4895","서울특별시 영등포구 양평로24길 9","서울특별시 영등포구 양평동5가 76","서울특별시 영등포구청","37.54028033","126.8917458","2022-05-12","","2022-12-17 11:37:16.0"
"버스정류소 19-510(마을)","버스승차대 좌우끝(또는 버스표지판)으로 부터 반경 10미터이내 보도","서울특별시","영등포구","효성아파트                                                                                               ","서울특별시 영등포구 고시 제2014-18호","","100000","02-2670-4895","서울특별시 영등포구 당산로42길 7","서울특별시 영등포구 당산동5가 13","서울특별시 영등포구청","37.53066658","126.9003635","2022-05-12","","2022-12-17 11:37:16.0"
"버들길(마을마당)","마을마당 전역","서울특별시","영등포구","공원 전체                                                                                               ","서울특별시 영등포구 고시 제2014-18호","184","100000","02-2670-4895","","서울특별시 영등포구 신길동 3203-2","서울특별시 영등포구청","37.5026932","126.911401","2022-05-12","","2022-12-17 11:37:16.0"
"신육길(마을마당)","마을마당 전역","서울특별시","영등포구","공원 전체                                                                                               ","서울특별시 영등포구 고시 제2014-18호","284","100000","02-2670-4895","","서울특별시 영등포구 신길동 3741-2","서울특별시 영등포구청","37.498901","126.9087939","2022-05-12","","2022-12-17 11:37:16.0"
"안심터(마을마당)","마을마당 전역","서울특별시","영등포구","공원 전체                                                                                               ","서울특별시 영등포구 고시 제2014-18호","125","100000","02-2670-4895","","서울특별시 영등포구 도림동 136-47","서울특별시 영등포구청","37.50940741","126.9040194","2022-05-12","","2022-12-17 11:37:16.0"
"달맞이(마을마당)","마을마당 전역","서울특별시","영등포구","공원 전체                                                                                               ","서울특별시 영등포구 고시 제2014-18호","331","100000","02-2670-4895","","서울특별시 영등포구 신길동 296-65","서울특별시 영등포구청","37.50779432","126.904901","2022-05-12","","2022-12-17 11:37:16.0"
"신광(마을마당)","마을마당 전역","서울특별시","영등포구","공원 전체                                                                                               ","서울특별시 영등포구 고시 제2014-18호","293","100000","02-2670-4895","","서울특별시 영등포구 신길동 159-2","서울특별시 영등포구청","37.511601","126.914401","2022-05-12","","2022-12-17 11:37:16.0"
"너섬(마을마당)","마을마당 전역","서울특별시","영등포구","공원 전체                                                                                               ","서울특별시 영등포구 고시 제2014-18호","471","100000","02-2670-4895","","서울특별시 영등포구 여의도동 14-1","서울특별시 영등포구청","37.53044333","126.9198219","2022-05-12","","2022-12-17 11:37:16.0"
"나루(마을마당)","마을마당 전역","서울특별시","영등포구","공원 전체                                                                                               ","서울특별시 영등포구 고시 제2014-18호","747","100000","02-2670-4895","","서울특별시 영등포구 당산동 121-101","서울특별시 영등포구청","37.527701","126.908501","2022-05-12","","2022-12-17 11:37:16.0"
"선유봉(마을마당)","마을마당 전역","서울특별시","영등포구","공원 전체                                                                                               ","서울특별시 영등포구 고시 제2014-18호","360","100000","02-2670-4895","","서울특별시 영등포구 양평동5가 4","서울특별시 영등포구청","37.5367996","126.8913653","2022-05-12","","2022-12-17 11:37:16.0"
"신풍역(공원)","공원 전역","서울특별시","영등포구","공원 전체                                                                                               ","서울특별시 영등포구 고시 제2014-18호","805","100000","02-2670-4895","","서울특별시 영등포구 신길동 3599","서울특별시 영등포구청","37.5001172","126.9098417","2022-05-12","","2022-12-17 11:37:16.0"
"인스빌2(공원)","공원 전역","서울특별시","영등포구","공원 전체                                                                                               ","서울특별시 영등포구 고시 제2014-18호","1007.8","100000","02-2670-4895","","서울특별시 영등포구 문래동4가 68-1","서울특별시 영등포구청","37.51362087","126.8905568","2022-05-12","","2022-12-17 11:37:16.0"
"인스빌1(공원)","공원 전역","서울특별시","영등포구","공원 전체                                                                                               ","서울특별시 영등포구 고시 제2014-18호","1194.6","100000","02-2670-4895","","서울특별시 영등포구 문래동4가 67-1","서울특별시 영등포구청","37.51449433","126.8883106","2022-05-12","","2022-12-17 11:37:16.0"
"문래(공원)","공원 전역","서울특별시","영등포구","공원 전체                                                                                               ","서울특별시 영등포구 고시 제2014-18호","1954.7","100000","02-2670-4895","","서울특별시 영등포구 문래동6가 25-1","서울특별시 영등포구청","37.51979263","126.8869024","2022-05-12","","2022-12-17 11:37:16.0"
"꿈에그린(공원)","공원 전역","서울특별시","영등포구","공원 전체                                                                                               ","서울특별시 영등포구 고시 제2014-18호","1619.2","100000","02-2670-4895","","서울특별시 영등포구 신길동 4937-1","서울특별시 영등포구청","37.50300166","126.9088394","2022-05-12","","2022-12-17 11:37:16.0"
"영일(공원)","공원 전역","서울특별시","영등포구","공원 전체                                                                                               ","서울특별시 영등포구 고시 제2014-18호","5413.3","100000","02-2670-4895","","서울특별시 영등포구 영등포동 647-3","서울특별시 영등포구청","37.510101","126.903901","2022-05-12","","2022-12-17 11:37:16.0"
"아가세상어린이집","건물경계선으로부터 10m이내 보차도","서울특별시","영등포구","유치원 및 어린이집 전체                                                                                       ","서울특별시 영등포구 고시 제2014-18호","","100000","02-2670-4895","서울특별시 영등포구 도신로29길 28","서울특별시 영등포구 영등포동 647","서울특별시 영등포구청","37.51175199","126.9023244","2022-05-12","","2022-12-17 11:37:16.0"
"아가방어린이집","건물경계선으로부터 10m이내 보차도","서울특별시","영등포구","유치원 및 어린이집 전체                                                                                       ","서울특별시 영등포구 고시 제2014-18호","","100000","02-2670-4895","서울특별시 영등포구 여의대방로 25","서울특별시 영등포구 신길동 4780","서울특별시 영등포구청","37.49471168","126.9089784","2022-05-12","","2022-12-17 11:37:16.0"
"쌍용어린이집","건물경계선으로부터 10m이내 보차도","서울특별시","영등포구","유치원 및 어린이집 전체                                                                                       ","서울특별시 영등포구 고시 제2014-18호","","100000","02-2670-4895","서울특별시 영등포구 도영로7길 15 (도림동)","서울특별시 영등포구 도림동 820","서울특별시 영등포구청","37.50935748","126.8936237","2022-05-12","","2022-12-17 11:37:16.0"
"신풍어린이집","건물경계선으로부터 10m이내 보차도","서울특별시","영등포구","유치원 및 어린이집 전체                                                                                       ","서울특별시 영등포구 고시 제2014-18호","","100000","02-2670-4895","서울특별시 영등포구 가마산로41길 10","서울특별시 영등포구 대림동 662-11","서울특별시 영등포구청","37.5020723","126.8982806","2022-05-12","","2022-12-17 11:37:16.0"
"신일어린이집","건물경계선으로부터 10m이내 보차도","서울특별시","영등포구","유치원 및 어린이집 전체                                                                                       ","서울특별시 영등포구 고시 제2014-18호","","100000","02-2670-4895","서울특별시 영등포구 영등포로84길 24-5","서울특별시 영등포구 신길동 465-1","서울특별시 영등포구청","37.51116548","126.9214401","2022-05-12","","2022-12-17 11:37:16.0"
"신이화어린이집","건물경계선으로부터 10m이내 보차도","서울특별시","영등포구","유치원 및 어린이집 전체                                                                                       ","서울특별시 영등포구 고시 제2014-18호","","100000","02-2670-4895","서울특별시 영등포구 선유로3길 23","서울특별시 영등포구 문래동5가 19-8","서울특별시 영등포구청","37.5160474","126.8853094","2022-05-12","","2022-12-17 11:37:16.0"
"신예랑어린이집","건물경계선으로부터 10m이내 보차도","서울특별시","영등포구","유치원 및 어린이집 전체                                                                                       ","서울특별시 영등포구 고시 제2014-18호","","100000","02-2670-4895","서울특별시 영등포구 도신로54길 12-4","서울특별시 영등포구 신길동 158-26","서울특별시 영등포구청","37.51054195","126.9147126","2022-05-12","","2022-12-17 11:37:16.0"
"신동화어린이집","건물경계선으로부터 10m이내 보차도","서울특별시","영등포구","유치원 및 어린이집 전체                                                                                       ","서울특별시 영등포구 고시 제2014-18호","","100000","02-2670-4895","서울특별시 영등포구 도신로 31","서울특별시 영등포구 대림동 608-1","서울특별시 영등포구청","37.50623471","126.8951535","2022-05-12","","2022-12-17 11:37:16.0"
"신나는어린이집","건물경계선으로부터 10m이내 보차도","서울특별시","영등포구","유치원 및 어린이집 전체                                                                                       ","서울특별시 영등포구 고시 제2014-18호","","100000","02-2670-4895","서울특별시 영등포구 신길로 199 (신길동)","서울특별시 영등포구 신길동 225-12","서울특별시 영등포구청","37.50994752","126.9102747","2022-05-12","","2022-12-17 11:37:16.0"
"여의도(사립)","건물경계선으로부터 10m이내 보차도","서울특별시","영등포구","유치원 및 어린이집 전체                                                                                       ","서울특별시 영등포구 고시 제2014-18호","","100000","02-2670-4895","서울특별시 영등포구 여의동로 257","서울특별시 영등포구 여의도동 50-1","서울특별시 영등포구청","37.52156727","126.9389854","2022-05-12","","2022-12-17 11:37:16.0"
"양평(사립)","건물경계선으로부터 10m이내 보차도","서울특별시","영등포구","유치원 및 어린이집 전체                                                                                       ","서울특별시 영등포구 고시 제2014-18호","","100000","02-2670-4895","","서울특별시 영등포구 양평동4가 184","서울특별시 영등포구청","37.53781788","126.8956305","2022-05-12","","2022-12-17 11:37:16.0"
"신라(사립)","건물경계선으로부터 10m이내 보차도","서울특별시","영등포구","유치원 및 어린이집 전체                                                                                       ","서울특별시 영등포구 고시 제2014-18호","","100000","02-2670-4895","서울특별시 영등포구 영등포로 64길 8","서울특별시 영등포구 신길동 102-8","서울특별시 영등포구청","37.51469857","126.9166496","2022-05-12","","2022-12-17 11:37:16.0"
"신길에덴(사립)","건물경계선으로부터 10m이내 보차도","서울특별시","영등포구","유치원 및 어린이집 전체                                                                                       ","서울특별시 영등포구 고시 제2014-18호","","100000","02-2670-4895","서울특별시 영등포구 신길로 38길 21","서울특별시 영등포구 신길동 4916-15","서울특별시 영등포구청","37.50560987","126.9134669","2022-05-12","","2022-12-17 11:37:16.0"
"성지(사립)","건물경계선으로부터 10m이내 보차도","서울특별시","영등포구","유치원 및 어린이집 전체                                                                                       ","서울특별시 영등포구 고시 제2014-18호","","100000","02-2670-4895","","서울특별시 영등포구 영등포동 647","서울특별시 영등포구청","37.51175455","126.9023655","2022-05-12","","2022-12-17 11:37:16.0"
"성요셉(사립)","건물경계선으로부터 10m이내 보차도","서울특별시","영등포구","유치원 및 어린이집 전체                                                                                       ","서울특별시 영등포구 고시 제2014-18호","","100000","02-2670-4895","서울특별시 영등포구 63로 45","서울특별시 영등포구 여의도동 50","서울특별시 영등포구청","37.52135273","126.9373261","2022-05-12","","2022-12-17 11:37:16.0"
"성심(사립)","건물경계선으로부터 10m이내 보차도","서울특별시","영등포구","유치원 및 어린이집 전체                                                                                       ","서울특별시 영등포구 고시 제2014-18호","","100000","02-2670-4895","서울특별시 영등포구 도림로 339","서울특별시 영등포구 도림동 246-11","서울특별시 영등포구청","37.50744363","126.9005668","2022-05-12","","2022-12-17 11:37:16.0"
"성민(사립)","건물경계선으로부터 10m이내 보차도","서울특별시","영등포구","유치원 및 어린이집 전체                                                                                       ","서울특별시 영등포구 고시 제2014-18호","","100000","02-2670-4895","서울특별시 영등포구 도신로56길 41-4","","서울특별시 영등포구청","37.50782295","126.9157102","2022-05-12","","2022-12-17 11:37:16.0"
"성미(사립)","건물경계선으로부터 10m이내 보차도","서울특별시","영등포구","유치원 및 어린이집 전체                                                                                       ","서울특별시 영등포구 고시 제2014-18호","","100000","02-2670-4895","서울특별시 영등포구 신길로 93","서울특별시 영등포구 신길동 253-242","서울특별시 영등포구청","37.50164213","126.909256","2022-05-12","","2022-12-17 11:37:16.0"
"성모(사립)","건물경계선으로부터 10m이내 보차도","서울특별시","영등포구","유치원 및 어린이집 전체                                                                                       ","서울특별시 영등포구 고시 제2014-18호","","100000","02-2670-4895","","서울특별시 영등포구 신길동 890","서울특별시 영등포구청","37.50553783","126.9215852","2022-05-12","","2022-12-17 11:37:16.0"
"성락(사립)","건물경계선으로부터 10m이내 보차도","서울특별시","영등포구","유치원 및 어린이집 전체                                                                                       ","서울특별시 영등포구 고시 제2014-18호","","100000","02-2670-4895","","서울특별시 영등포구 신길동 369","서울특별시 영등포구청","37.5039634","126.901101","2022-05-12","","2022-12-17 11:37:16.0"
"무지개영재(사립)","건물경계선으로부터 10m이내 보차도","서울특별시","영등포구","유치원 및 어린이집 전체                                                                                       ","서울특별시 영등포구 고시 제2014-18호","","100000","02-2670-4895","서울특별시 영등포구 양산로 17길 8","서울특별시 영등포구 당산동3가 475","서울특별시 영등포구청","37.52510478","126.8937427","2022-05-12","","2022-12-17 11:37:16.0"
"명신(사립)","건물경계선으로부터 10m이내 보차도","서울특별시","영등포구","유치원 및 어린이집 전체                                                                                       ","서울특별시 영등포구 고시 제2014-18호","","100000","02-2670-4895","서울특별시 영등포구 신길로 41라길 13-9","서울특별시 영등포구 신길동 268-1","서울특별시 영등포구청","37.50763361","126.9083702","2022-05-12","","2022-12-17 11:37:16.0"
"SK에너지㈜기린주유소","주유소 및 가스충전소","서울특별시","영등포구","주유소 및 가스충전소 대지 전체 및 시설경계선 인접 통행로                                                                    ","서울특별시 영등포구 고시 제2020-234호","","100000","02-2670-4895","서울특별시 영등포구 선유로 270","서울특별시 영등포구 양평동4가 159-1","서울특별시 영등포구청","37.53633216","126.8987743","2022-05-12","","2022-12-17 11:37:16.0"
"㈜한미석유 제2한강주유소","주유소 및 가스충전소","서울특별시","영등포구","주유소 및 가스충전소 대지 전체 및 시설경계선 인접 통행로                                                                    ","서울특별시 영등포구 고시 제2020-235호","","100000","02-2670-4895","서울특별시 영등포구 선유로 260","서울특별시 영등포구 양평동4가 28","서울특별시 영등포구청","37.53552489","126.8979649","2022-05-12","","2022-12-17 11:37:16.0"
"성원이앤에스㈜영등포지점","주유소 및 가스충전소","서울특별시","영등포구","주유소 및 가스충전소 대지 전체 및 시설경계선 인접 통행로                                                                    ","서울특별시 영등포구 고시 제2020-236호","","100000","02-2670-4895","서울특별시 영등포구 국회대로 665","서울특별시 영등포구 영등포동7가 94-161","서울특별시 영등포구청","37.52549415","126.9080838","2022-05-12","","2022-12-17 11:37:16.0"
"남서울고속주유소","주유소 및 가스충전소","서울특별시","영등포구","주유소 및 가스충전소 대지 전체 및 시설경계선 인접 통행로                                                                    ","서울특별시 영등포구 고시 제2020-237호","","100000","02-2670-4895","서울특별시 영등포구 가마산로 367","서울특별시 영등포구 대림동 667-13","서울특별시 영등포구청","37.50161775","126.8987335","2022-05-12","","2022-12-17 11:37:16.0"
"에스제이오일(주)여의도주유소","주유소 및 가스충전소","서울특별시","영등포구","주유소 및 가스충전소 대지 전체 및 시설경계선 인접 통행로                                                                    ","서울특별시 영등포구 고시 제2020-238호","","100000","02-2670-4895","서울특별시 영등포구 은행로 64","서울특별시 영등포구 여의도동 10-1","서울특별시 영등포구청","37.53037638","126.9255701","2022-05-12","","2022-12-17 11:37:16.0"
"KH에너지㈜직영 KH여의도주유소","주유소 및 가스충전소","서울특별시","영등포구","주유소 및 가스충전소 대지 전체 및 시설경계선 인접 통행로                                                                    ","서울특별시 영등포구 고시 제2020-239호","","100000","02-2670-4895","서울특별시 영등포구 국회대로 794","서울특별시 영등포구 여의도동 13-14","서울특별시 영등포구청","37.53073929","126.9202994","2022-05-12","","2022-12-17 11:37:16.0"
"지에스칼텍스㈜국회대로주유소","주유소 및 가스충전소","서울특별시","영등포구","주유소 및 가스충전소 대지 전체 및 시설경계선 인접 통행로                                                                    ","서울특별시 영등포구 고시 제2020-240호","","100000","02-2670-4895","서울특별시 영등포구 국회대로 746","서울특별시 영등포구 여의도동 17-2","서울특별시 영등포구청","37.52798873","126.9160291","2022-05-12","","2022-12-17 11:37:16.0"
"여명주유소","주유소 및 가스충전소","서울특별시","영등포구","주유소 및 가스충전소 대지 전체 및 시설경계선 인접 통행로                                                                    ","서울특별시 영등포구 고시 제2020-241호","","100000","02-2670-4895","서울특별시 영등포구 국회대로 62길 7","서울특별시 영등포구 여의도동 17-4","서울특별시 영등포구청","37.52761174","126.9162706","2022-05-12","","2022-12-17 11:37:16.0"
"현대오일뱅크여의도현대주유소","주유소 및 가스충전소","서울특별시","영등포구","주유소 및 가스충전소 대지 전체 및 시설경계선 인접 통행로                                                                    ","서울특별시 영등포구 고시 제2020-242호","","100000","02-2670-4895","서울특별시 영등포구 의사당대로 154","서울특별시 영등포구 여의도동 48-5","서울특별시 영등포구청","37.51768011","126.9274789","2022-05-12","","2022-12-17 11:37:16.0"
"현대오일뱅크영등포현대셀프주유소","주유소 및 가스충전소","서울특별시","영등포구","주유소 및 가스충전소 대지 전체 및 시설경계선 인접 통행로                                                                    ","서울특별시 영등포구 고시 제2020-243호","","100000","02-2670-4895","서울특별시 영등포구 경인로 822","서울특별시 영등포구 영등포동 426-90","서울특별시 영등포구청","37.51532916","126.9044808","2022-05-12","","2022-12-17 11:37:16.0"
